nbhd_code,NO2,PM25,PUBTRANS,TREECAP,TREEPROP,TREECAPD,UHI,UHINIGHT,POP,INCOME_STD,city,ALBEDO,NDBI,NDVI,area,ELEVATION,continent,DENSITY
amsterdam_093,6.3,12.6,213.69,3420.27,26.46,0,1.96,0.32,666,22201.62,amsterdam,0.132543812,-0.167154154,0.379484045,8609735,0.148209725,europe,0.07735429719962345
amsterdam_094,7.09,11.57,139.27,73.15,34.6,0,1.98,0.54,24397,19596.96,amsterdam,0.12353754,-0.163900775,0.326312693,5158024,3.259648256,europe,4.729912074856572
amsterdam_098,5.84,13.28,503.02,148.99,54.51,0,0.54,0.23,11477,25798.53,amsterdam,0.135907378,-0.230979701,0.487316497,3136954,1.173014919,europe,3.6586446597559292
amsterdam_018,7.14,9.2,163.91,20.42,29.14,0,2.93,1.16,6391,30139.63,amsterdam,0.088984237,-0.094282295,0.208715173,447787,5.616020533,europe,14.272410766726145
amsterdam_021,7.14,10.77,133.67,26.51,41.03,0,2.58,1.26,7807,39566.02,amsterdam,0.09813376,-0.092414879,0.230737185,504559,6.533044162,europe,15.47291793427528
amsterdam_025,7.14,10.45,121.3,68.53,59.63,0,NA,NA,5765,29519.47,amsterdam,0.097107143,-0.149043193,0.28498041,662606,5.267142751,europe,8.700494713298701
amsterdam_029,7.14,10.4,131.04,33.99,52.58,0,3.08,1.36,10619,27410.94,amsterdam,0.096615385,-0.075707083,0.234475492,686354,5.123770939,europe,15.47160794575394
amsterdam_008,7.13,9.12,96.1,54.95,38.76,0,NA,NA,7256,44527.27,amsterdam,0.087874288,-0.133371742,0.184962551,1028758,7.217708112,europe,7.053165078667675
amsterdam_010,7.09,8.95,131.2,46.91,30.07,0,0.94,0.46,12988,32992.35,amsterdam,0.091669432,-0.175376578,0.161155785,2026052,4.990916755,europe,6.4104968678000365
amsterdam_078,7.13,9.89,184.51,108.03,49.99,0,1.41,1.5,9731,20589.21,amsterdam,0.117522497,-0.131474118,0.345916028,2102701,4.422968666,europe,4.627857217930652
amsterdam_080,7.09,11.42,121.24,99.43,45.71,0,NA,NA,3539,25054.34,amsterdam,0.119801638,-0.146723197,0.336890351,769933,2.344477297,europe,4.596503851633844
amsterdam_081,NA,NA,137.73,86.03,58.52,0,1.16,1.24,1925,23690,amsterdam,0.120697836,-0.116801319,0.294729425,282966,2.560820597,europe,6.802937455383333
amsterdam_085,7.31,12.46,121.7,342.84,43.04,0,0.99,1.22,3074,31503.97,amsterdam,0.141842457,-0.234427902,0.400463783,2448864,1.020401807,europe,1.2552759156898872
amsterdam_092,7.27,11.65,202.33,308.22,55.9,0,0.71,0.92,2555,31753.37,amsterdam,0.136714892,-0.184494579,0.334611954,1408666,1.583809935,europe,1.8137727466979399
amsterdam_001,7.14,7.8,170.28,15.26,9.89,0,1.74,0.72,4246,32744.29,amsterdam,0.080186588,-0.1260771,0.144869823,655473,10.58766684,europe,6.477764911750752
amsterdam_095,7.09,12.73,322.44,111.6,47.76,0,1.24,0.76,28491,22201.62,amsterdam,0.128177051,-0.218965513,0.389432253,6658054,1.97947699,europe,4.27917827040754
amsterdam_099,7.04,13.88,151.37,908.26,46.86,0,0.55,0.66,1525,30139.63,amsterdam,0.138092638,-0.273439931,0.509420849,2955613,-0.096076488,europe,0.5159674152197868
amsterdam_006,7.14,8.62,133.15,23.89,20.28,0,1.89,0.71,9304,39814.08,amsterdam,0.087443241,-0.068739848,0.174866996,1096261,7.736023326,europe,8.487030004716031
amsterdam_038,6.85,12.38,128.49,74.61,44.2,0,1.96,0.93,16116,24434.18,amsterdam,0.115374604,-0.144719701,0.342892132,2720358,3.284955947,europe,5.924220268067659
amsterdam_040,5.67,12.1,185.1,70.54,43.15,0,1.95,0.64,5997,22201.62,amsterdam,0.11974291,-0.131651635,0.316602827,980227,0.801818897,europe,6.117970633332892
amsterdam_011,6.13,11.56,816.5,16865.62,9.73,0,1.66,0.33,192,20589.21,amsterdam,0.130718294,-0.078404607,0.24458357,33295050,2.531367606,europe,0.005766622966476998
amsterdam_015,7.14,9.55,166.93,82.22,21.53,0,2.75,0.86,2452,32124.13,amsterdam,0.102675691,-0.12445902,0.185453434,936481,4.232741573,europe,2.6183125979064177
amsterdam_044,7.14,12.18,128.79,149.9,53.36,0,2.05,1.1,8706,32372.19,amsterdam,0.105365577,-0.149886947,0.364621789,2445498,4.66667773,europe,3.560011089765765
amsterdam_047,7.14,11.74,125.42,405.96,32.11,0,2.2,1.28,2800,31753.37,amsterdam,0.106985814,-0.156449627,0.284342962,3540384,6.320667162,europe,0.7908746621835371
amsterdam_033,7.14,11.67,190.96,114.96,65.16,0,NA,NA,9410,19845.02,amsterdam,0.115027148,-0.159202542,0.358255769,1660279,2.345205351,europe,5.667722111765553
amsterdam_035,6.61,12.88,142.55,60.83,41.41,0,2.16,0.75,15727,19845.02,amsterdam,0.125194272,-0.139210059,0.339534882,2310066,2.614896836,europe,6.808030593065307
amsterdam_071,7.08,11.84,256.63,0.06,0.04,14.94,-1.09,0.19,14531,33612.51,amsterdam,0.112568121,-0.10107042,0.147426091,2051046,0.00700935,europe,7.084677769294302
amsterdam_076,7.09,10.12,219.92,411.32,71.79,0,2.13,0.84,3234,25302.4,amsterdam,0.116709514,-0.18216356,0.411611906,1853021,1.624035854,europe,1.7452581487203869
amsterdam_066,7.09,9.67,187.63,33.18,50.45,0,NA,NA,9413,24062.09,amsterdam,0.101126709,-0.092378776,0.279839937,618995,5.769324354,europe,15.206907971792988
amsterdam_068,7.09,10.55,274.62,103.56,66.18,0,0.4,0.33,10264,23193.87,amsterdam,0.105426513,-0.221035784,0.319056809,1606064,4.758386594,europe,6.390778947787884
amsterdam_049,7.12,10.08,152,35.25,50.33,0,2.9,1.02,12306,34852.82,amsterdam,0.093453629,-0.132697272,0.206332044,861830,7.081262653,europe,14.278918116101783
amsterdam_059,7.1,10.51,205.79,128.19,73.13,0,2.46,1.03,9183,32372.19,amsterdam,0.104108406,-0.186610908,0.351470461,1609702,5.352800893,europe,5.704782624361528
amsterdam_017,7.14,9.2,122.1,44.41,49.82,0,NA,NA,4742,36713.29,amsterdam,0.085396536,-0.102971746,0.214189016,422686,4.499372553,europe,11.218729742645841
amsterdam_020,7.14,9.2,187.7,36.39,47.59,0,NA,NA,7470,40806.33,amsterdam,0.087594319,-0.105735807,0.212463082,571085,5.694474413,europe,13.080364569197231
amsterdam_014,7.14,9,111.44,35.75,54.63,0,2.38,0.75,13268,32868.32,amsterdam,0.1026146,-0.084216624,0.223666241,868246,5.66355778,europe,15.28138338673602
amsterdam_027,7.14,9.27,139.6,57.23,83.2,0,NA,NA,6935,30263.66,amsterdam,0.093939048,-0.156478355,0.208632406,477048,5.83939908,europe,14.53732119199745
amsterdam_023,7.14,10.97,205.52,1623.06,43.25,0,2.62,0.72,529,44527.27,amsterdam,0.11450293,-0.162762765,0.317820196,1985148,5.137281419,europe,0.26647887210424615
amsterdam_002,7.13,8.22,58.41,10.82,4.41,4.18,1.81,0.74,3991,34108.63,amsterdam,0.079719745,-0.115337235,0.109323859,979286,11.61754819,europe,4.075418212861207
amsterdam_030,7.14,10.75,139.94,64.8,79.36,0,NA,NA,6944,34108.63,amsterdam,0.099394405,-0.093869179,0.284888672,567051,6.861395482,europe,12.245812105084022
amsterdam_012,7.14,9.5,53.93,98.87,21.48,0,1.56,0.52,1065,24806.28,amsterdam,0.088390775,-0.124146112,0.270091059,490151,4.839371972,europe,2.1727998106705892
amsterdam_036,5.67,13.04,363.59,706.91,43.93,0,1.8,0.59,2461,28155.13,amsterdam,0.14280587,-0.230034674,0.453163016,3960247,-0.894705166,europe,0.6214258858096477
amsterdam_034,7.14,12.28,247.38,135.96,60.46,0,2.47,1,17377,20341.15,amsterdam,0.111882027,-0.18437679,0.377674684,3907500,3.1184088,europe,4.447088931541906
amsterdam_039,5.67,12.34,145.47,41.15,36.08,0,1.97,0.81,16009,21953.56,amsterdam,0.117032487,-0.132995372,0.299443958,1826019,2.649653456,europe,8.767159596915475
amsterdam_046,7.14,12.31,150,99.41,47.5,0,1.89,0.9,10194,31753.37,amsterdam,0.111363052,-0.12880988299999999,0.34350145,2133677,4.132502177,europe,4.77766784757018
amsterdam_048,7.14,9.25,134.13,36.89,50.26,0,2.63,0.96,14711,35472.98,amsterdam,0.08891448,-0.132033974,0.212874477,1079848,8.566253883,europe,13.623213637474905
amsterdam_052,7.14,12,130.13,46.44,31.48,0,2.28,1.3,3837,37209.42,amsterdam,0.101588161,-0.110724583,0.247747423,566069,3.704836273,europe,6.778325610482114
amsterdam_056,7.14,10.95,143.74,154.09,86.91,0,2.52,1.24,8691,60775.38,amsterdam,0.099555471,-0.139900335,0.269543236,1540980,5.665714207,europe,5.63991745512596
amsterdam_058,NA,NA,107.69,53.43,64.86,0,2.94,1.07,5373,31255.91,amsterdam,0.094625,-0.142209537,0.257731357,442670,4.717342037,europe,12.13770980640206
amsterdam_061,7.14,13.12,777.9,279.76,71.61,0,1.49,1.14,13074,39441.98,amsterdam,0.107688258,-0.220411801,0.432740556,5107924,2.969113497,europe,2.5595525696936763
amsterdam_064,7.09,9.6,136.91,61.07,54.04,0,2.55,0.87,10906,28899.32,amsterdam,0.096366236,-0.142270552,0.254731456,1232515,5.741938625,europe,8.848573851028183
amsterdam_067,7.09,10.17,128.81,27.35,44.04,0,0.95,0.39,12668,25426.44,amsterdam,0.105889785,-0.161826518,0.258676516,786869,4.795931284,europe,16.099249049079322
amsterdam_070,7.09,11.68,540.03,478.1,25.53,0,-0.88,0.22,2178,14635.7,amsterdam,0.111030295,-0.180552114,0.277340875,4078458,2.988752903,europe,0.5340253595844311
amsterdam_082,7.09,10.77,239.14,321.01,76.31,0,NA,NA,1685,40806.33,amsterdam,0.115246212,-0.237454665,0.395174162,708838,4.07631638,europe,2.3771298942776773
amsterdam_083,7.19,11.54,130.36,99.61,40.63,0,1.04,1.43,11348,24310.15,amsterdam,0.123551521,-0.111370813,0.370815743,2782033,2.085234053,europe,4.079031413358504
amsterdam_096,7.08,13.66,365.75,786.52,63.77,0,0.68,0.59,2990,32000.1,amsterdam,0.126044972,-0.273675838,0.506690396,3687706,1.760589706,europe,0.8108021626452869
amsterdam_016,7.14,8.87,114.52,40.33,49.25,0,2.59,0.84,8414,34604.76,amsterdam,0.092877438,-0.10374667,0.252028092,688952,4.719572495,europe,12.212752122063655
amsterdam_003,7.14,8.32,234.75,78.26,53.58,0,NA,NA,6371,54945.91,amsterdam,0.082418299,-0.125917594,0.183608009,930636,9.252337618,europe,6.845855952273499
amsterdam_013,7.14,10.13,236.62,93.57,43.84,0,NA,NA,10801,27907.06,amsterdam,0.094348949,-0.132276641,0.314814297,2305575,4.5876366730000004,europe,4.684731574552986
amsterdam_019,7.14,9.2,138.07,22.93,34.06,0,2.9,1.16,6985,30387.69,amsterdam,0.088403447,-0.106503367,0.191684917,470376,5.624437916,europe,14.849822269843699
amsterdam_005,7.1,8.23,154.03,20.52,14.81,0,1.22,0.57,9649,38077.64,amsterdam,0.081130532,-0.124036215,0.170538147,1337059,7.181931597,europe,7.216585057203908
amsterdam_026,7.14,11.07,213.61,37.39,30.59,0,3.01,1.16,9918,19348.9,amsterdam,0.103604589,-0.109469895,0.229255217,1212235,4.273721191,europe,8.181581953994069
amsterdam_042,7.14,11.84,406.4,159.21,65.61,0,2.19,1.17,7897,23690,amsterdam,0.10161533,-0.193469714,0.435810779,1916439,3.2355972,europe,4.120663376188859
amsterdam_037,5.71,12.97,283.6,2317.99,21.61,0,1.62,0.51,867,29023.35,amsterdam,0.139293711,-0.227202935,0.410272748,9299820,-1.347301298,europe,0.09322761085698432
amsterdam_060,7.14,10.7,106.48,475.02,88.13,0,NA,NA,1313,54077.69,amsterdam,0.105953252,-0.21608785,0.34046777,707710,6.131447131,europe,1.8552797049638976
amsterdam_062,7.14,12.64,502.41,263.49,76.15,0,1.75,1.09,7764,36093.14,amsterdam,0.12104088,-0.217542263,0.408443267,2686329,4.58437357,europe,2.89018954863682
amsterdam_065,7.09,9.77,114.29,26.11,25.38,0,1.73,0.63,9755,27783.03,amsterdam,0.105961448,-0.150355908,0.232309218,1003714,6.338626572,europe,9.71890399057899
amsterdam_072,7.04,11.5,218.8,NA,0,NA,NA,NA,0,31753.37,amsterdam,0.101398264,-0.00605601,0.143147021,163956,0,europe,0
amsterdam_084,7.15,12.49,610.69,270.14,56.43,0,0.92,1.37,8902,27038.84,amsterdam,0.123610281,-0.194241473,0.451317637,4261404,3.479325477,europe,2.0889828798208288
amsterdam_051,7.14,11.83,595.37,64.09,48.58,0,2.18,1.24,11853,38573.76,amsterdam,0.101016647,-0.1025371,0.283072609,1563518,4.692424099,europe,7.580980839363538
amsterdam_086,7.11,12.38,194.96,146.03,78.49,0,0.09,0.54,13275,20837.27,amsterdam,0.133923784,-0.20824945,0.398780532,2470019,3.123172445,europe,5.374452585182543
amsterdam_088,7.31,11.63,141.79,138.94,66.66,0,1.04,1.22,14367,21953.56,amsterdam,0.136939714,-0.19868835,0.368185781,2994556,3.08929535,europe,4.797706237585806
amsterdam_053,7.14,10.73,144.11,189.82,92.08,0,2.48,1.27,5538,60775.38,amsterdam,0.098398084,-0.175725672,0.32004337,1141657,5.19268919,europe,4.8508439925476745
amsterdam_097,6.1,12.89,156.43,105.69,43.69,0,1.54,0.46,18308,22325.65,amsterdam,0.128784334,-0.193935492,0.405744668,4428478,1.399340799,europe,4.134151733394633
amsterdam_050,7.1,9.95,221.37,46.45,63.81,0,2.97,1.07,8254,26418.69,amsterdam,0.094720791,-0.119413948,0.233253809,600861,6.057060302,europe,13.736954137479383
amsterdam_041,5.67,12.4,198.44,33.33,17.91,0,1.99,0.56,14445,30883.82,amsterdam,0.119699169,-0.147565162,0.299113024,2688269,0.44292758,europe,5.37334619414947
amsterdam_024,7.14,10.36,113.17,53.32,55.87,0,3,0.98,18652,24806.28,amsterdam,0.105005311,-0.136781884,0.194832729,1780093,4.968048335,europe,10.478104233879916
amsterdam_004,7.13,8.65,116.82,85.06,46.11,0,NA,NA,5407,54573.81,amsterdam,0.085026061,-0.158262749,0.192064892,997327,10.51358261,europe,5.421491647172894
amsterdam_055,7.14,11.88,237.71,69.52,46.77,0,2.15,1.29,11806,36465.23,amsterdam,0.10067368,-0.113863601,0.299287386,1754975,4.406601287,europe,6.727161355574865
amsterdam_022,7.14,8.9,329.91,95.84,50.28,0,NA,NA,1897,50976.9,amsterdam,0.089872394,-0.111110392,0.266758595,361610,6.345516114,europe,5.245983241613894
amsterdam_043,7.14,11.18,181.78,115.2,56.26,0,2.56,1.34,12328,20837.27,amsterdam,0.101971181,-0.164381268,0.345609389,2524377,4.185098376,europe,4.883581176662599
amsterdam_087,7.24,11.98,133.17,158.62,69.4,0,0.52,0.79,11121,24310.15,amsterdam,0.135136814,-0.19140756,0.385044233,2541643,1.482189027,europe,4.3755161523471235
amsterdam_073,7.04,13.3,232.71,0,0,15,NA,NA,7666,31255.91,amsterdam,0.11649303,-0.06045339,0.18143507,1218670,0.055191,europe,6.290464194572773
amsterdam_057,7.13,10.49,111.63,78.08,71.54,0,2.62,1.09,15088,40558.27,amsterdam,0.101481475,-0.155854531,0.266231843,1646759,6.124719267,europe,9.162239283343828
amsterdam_074,7.09,9.91,99.16,140.38,57.4,0,2.32,0.91,11072,29395.44,amsterdam,0.112213153,-0.173212123,0.369144398,2707936,1.635604619,europe,4.0887229240277465
amsterdam_069,7.09,9.73,420.5,12.45,9.05,2.55,0.21,0.33,18646,40434.23,amsterdam,0.092869781,-0.179686316,0.150791682,2566866,3.514823587,europe,7.264111176820294
amsterdam_028,7.14,10.2,137.58,31.99,46.42,0,NA,NA,6977,23565.97,amsterdam,0.096931515,-0.104186892,0.280117407,480833,4.562873413,europe,14.510235362381534
amsterdam_009,7.09,8.97,133.36,94.74,51.65,0,1.53,0.61,7894,36341.2,amsterdam,0.092264146,-0.160496727,0.18929905,1448111,6.54834524,europe,5.451239580391283
amsterdam_007,7.14,8.64,173.78,24.93,31.1,0,2.45,0.86,19316,36465.23,amsterdam,0.086459571,-0.08936084,0.170461495,1547989,5.933039577,europe,12.478124844556389
amsterdam_045,6.94,12.78,193.52,349.67,59.65,0,1.45,0.67,13994,32496.23,amsterdam,0.110094719,-0.205828896,0.37778648,8202974,2.032025376,europe,1.7059666408792715
amsterdam_032,6.27,12.4,854.47,28703.36,33.95,0,2.32,0.6,149,31753.37,amsterdam,0.131729187,-0.158493968,0.366111512,12595967,2.400700025,europe,0.011829183102813782
amsterdam_079,7.09,8.74,218.16,145.06,57.92,0,1.33,1.39,8289,22077.59,amsterdam,0.112896328,-0.159413476,0.346079633,2076102,6.244405087,europe,3.9925783993272
amsterdam_054,7.14,9.85,197.77,108.29,61.39,0,2.67,1.16,12841,58914.91,amsterdam,0.093945602,-0.12686191,0.270707931,2264878,5.672648382,europe,5.669621056851627
amsterdam_075,7.09,10.42,211.45,119.89,38.74,0,1.38,0.58,15577,35224.92,amsterdam,0.115992139,-0.205369997,0.285246193,4820699,-0.138088349,europe,3.2312741368004927
amsterdam_031,7.14,9.2,108.77,41.73,57.51,0,NA,NA,6211,31753.37,amsterdam,0.093273316,-0.107390664,0.241198849,450733,4.565576398,europe,13.779776497394245
amsterdam_063,7.09,9.58,215.37,45.92,40.97,0,2.77,0.97,5429,38945.86,amsterdam,0.090833444,-0.102072804,0.232421596,608423,5.421121191,europe,8.923068325819372
amsterdam_090,7.09,9.35,130.2,558.17,9.84,0,1.16,1.29,208,22573.71,amsterdam,0.108740143,-0.091630414,0.229149083,1179296,3.502887563,europe,0.17637641440316937
amsterdam_077,7.09,11.15,438.6,392.68,36.27,0,2.16,0.88,4428,31379.94,amsterdam,0.122193722,-0.206106506,0.376751811,4793623,2.32437505,europe,0.9237272100872346
amsterdam_089,7.15,10.35,219.85,102.51,5.86,0,1.24,1.5,2546,38449.73,amsterdam,0.103916925,-0.068575455,0.208656025,4456148,3.105244723,europe,0.5713454759581593
amsterdam_091,7.21,13.05,416.76,3771.33,19.84,0,-0.9,-0.38,2201,37085.39,amsterdam,0.170020336,-0.294271376,0.53739409,41828080,-0.364507079,europe,0.052620153734046604
atlanta_001,3.04,9.73,3422.98,649.88,77.9,0,0.77,0.16,4800,17657,atlanta,0.114596351,-0.142418457,0.472583352,4004364,288.1694516,north_america,1.1986922267805824
atlanta_002,3.41,10.32,964.11,199.8,49.25,0,1.25,0.69,2446,52651,atlanta,0.109118733,-0.126073503,0.398222198,992333,307.1548568,north_america,2.464898375847624
atlanta_003,3.41,10.48,1106.23,310.27,62.37,0,1.64,0.78,4557,55323,atlanta,0.111521647,-0.12925987,0.437601012,2267101,302.793721,north_america,2.0100560142666786
atlanta_004,3.46,9.61,1814.89,1471.13,100,0,0.07,0.48,4811,62902,atlanta,0.107903714,-0.211981001,0.58927828,6857548,280.2786176,north_america,0.7015627160028628
atlanta_005,3.44,9.89,185.24,16.09,2.87,0,5.25,0.88,3245,16875,atlanta,0.130618641,-0.017913939,0.175876953,1817621,326.4412716,north_america,1.7853006759935104
atlanta_006,3.41,10.61,1127.97,445.31,72.66,0,2.19,0.69,3169,45366,atlanta,0.112771219,-0.150184322,0.477197404,1942188,261.6690139,north_america,1.6316649057660741
atlanta_007,3.44,10.6,192.57,3.06,2.17,11.94,4.22,0.71,4119,63089,atlanta,0.113252126,-0.054176949,0.191991185,580436,308.6960231,north_america,7.0963896105686075
atlanta_008,3.34,9.58,2932.46,709.9,93.91,0,0.98,0.6,4365,30581,atlanta,0.121235958,-0.150452335,0.568603704,3299512,317.9155284,north_america,1.3229229049629159
atlanta_009,3.44,10.6,609.32,112.02,61.15,0,4.24,0.71,3736,46695,atlanta,0.113299606,-0.130460912,0.410465906,684376,302.9445206,north_america,5.458987457187278
atlanta_010,3.44,10.76,277.7,78.17,18.35,0,NA,NA,2648,27176,atlanta,0.120584471,-0.051545668,0.251715712,1128127,287.2270564,north_america,2.3472534563927643
atlanta_011,3.46,10.87,1795.45,484.82,57.76,0,1.74,0.27,1667,41042,atlanta,0.119313177,-0.113908867,0.438688569,1399356,258.9989808,north_america,1.1912622663568098
atlanta_012,3.28,9.8,883.6,35.15,14.21,0,4.77,0.65,2996,6264,atlanta,0.128877069,-0.036462601,0.303944396,740829,325.6216929,north_america,4.044118143323224
atlanta_013,3.04,10.5,474.59,NA,3.45,NA,5.34,0.76,0,0,atlanta,0.153783696,0.003931649,0.223565216,3285813,305.595441,north_america,0
atlanta_014,3.28,9.62,825,490,59.32,0,0.83,0.4,4601,12106,atlanta,0.121758692,-0.106951398,0.502545678,3800584,309.5361495,north_america,1.2106034230528782
atlanta_015,3.21,9.56,3413.69,1461.55,96.65,0,0.03,0.21,5446,20358,atlanta,0.113878142,-0.18305932,0.591283719,8235086,281.3851213,north_america,0.6613167124180609
atlanta_016,3.12,9.35,1721.77,505.37,91.37,0,0,0.3,2438,11185,atlanta,0.113144498,-0.162822065,0.549425596,1348444,288.2717852,north_america,1.8080098246571605
atlanta_017,3.01,9.77,5727.01,1207.67,97.74,0,-0.27,0.11,4420,21312,atlanta,0.114007133,-0.163482,0.570964308,5461356,281.6476095,north_america,0.8093228128691848
atlanta_018,3,10.02,6888.92,1294.04,76.88,0,-0.3,-0.37,9561,24509,atlanta,0.118799191,-0.143048394,0.519211731,16092497,280.8333061,north_america,0.5941278099974168
atlanta_019,3.43,9.96,1354.5,1604.8,100,0,0.36,0.55,3730,54926,atlanta,0.107297064,-0.222191573,0.63757505,5465208,282.2165324,north_america,0.6824991839285898
atlanta_020,3.44,9.7,1432.17,619.95,91.7,0,2.03,0.85,2256,31088,atlanta,0.117355024,-0.132036926,0.534953698,1525271,318.7767435,north_america,1.4790814222521766
atlanta_021,3.43,9.65,920.66,718.3,100,0,1.25,0.98,2006,72612,atlanta,0.106323584,-0.199508452,0.608249662,1318214,271.6479158,north_america,1.521755951613319
atlanta_022,3.44,9.71,1255.26,848.67,100,0,1.47,0.86,2139,52357,atlanta,0.115431785,-0.174642741,0.605061926,1801009,304.3952167,north_america,1.187667579673394
atlanta_023,3.44,9.8,1357.55,572.71,100,0,1.69,0.85,4056,57615,atlanta,0.113567264,-0.165962587,0.590740338,2318258,310.3120699,north_america,1.7495895625077105
atlanta_024,3.37,9.85,4229.3,326.51,76.44,0,NA,NA,2048,9559,atlanta,0.130849608,-0.121949617,0.52518917,874755,301.3257944,north_america,2.341226972123623
atlanta_025,3.44,9.66,2622.52,749.32,78.61,0,2.17,0.53,3984,23721,atlanta,0.120993314,-0.131920604,0.541813203,3797822,291.4119553,north_america,1.0490223080491925
atlanta_026,3.13,9.42,3796.3,1135.05,100,0,1.52,0.46,4859,15204,atlanta,0.120560794,-0.197537258,0.604429791,5498150,278.8503161,north_america,0.8837518074261342
atlanta_027,3.04,9.76,2514.62,715.71,77.09,0,1.86,0.69,3018,13217,atlanta,0.114465454,-0.152929847,0.495907127,2802061,280.7326202,north_america,1.0770643465649032
atlanta_028,3.28,9.4,2426.69,1514.46,99.78,0,-0.14,0.25,2676,20285,atlanta,0.115946881,-0.183552155,0.614576413,4061647,299.959018,north_america,0.6588460297017442
atlanta_029,3.44,10.3,393.23,4.87,1.31,10.13,5.11,0.53,2587,17392,atlanta,0.127071883,-0.031571925,0.239198072,960160,305.2006427,north_america,2.6943426095650724
atlanta_030,3.28,9.92,402.44,782.36,80.9,0,NA,NA,1400,14808,atlanta,0.121603948,-0.111933021,0.48323257,1353821,286.8206565,north_america,1.034110122386933
atlanta_031,3.02,9.6,5903.46,1671.32,100,0,-0.01,-0.18,9897,27688,atlanta,0.114294572,-0.180585351,0.602557103,16412772,282.7888107,north_america,0.6030060004489187
atlanta_032,3.02,10.8,5346.53,3575.84,61.76,0,2.05,0.06,3166,16816,atlanta,0.12759443,-0.139367416,0.465477926,18329314,255.4509804,north_america,0.17272877751998791
atlanta_033,3.02,10.02,5023.21,862.03,100,0,1,0.14,7253,15723,atlanta,0.113696404,-0.207663989,0.608999682,6086695,274.1261577,north_america,1.1916154826223426
atlanta_034,3.28,9.63,871.79,673.17,96.47,0,2.96,0.67,2337,16787,atlanta,0.117427931,-0.147851259,0.539699422,1630695,291.4084043,north_america,1.433131272248949
atlanta_035,3.28,9.8,277.17,144.23,19.52,0,5.12,0.57,1560,18244,atlanta,0.131604057,-0.032668375,0.264657828,1152739,304.7704176,north_america,1.3532985350543358
atlanta_036,3.44,9.9,299.88,5.85,3.19,9.15,NA,NA,4921,8365,atlanta,0.125031667,-0.027441951,0.21774829,902111,307.6535461,north_america,5.4549828125363735
atlanta_037,3.44,10.16,506.94,318,69.71,0,4.02,1.16,3133,55532,atlanta,0.118455871,-0.122760754,0.46318072,1429203,308.3491372,north_america,2.1921308589472592
atlanta_038,3.44,10.1,595.06,373.77,71.25,0,3.83,1.1,2013,26111,atlanta,0.119876141,-0.100272751,0.431253103,1056050,315.789596,north_america,1.906159746224137
atlanta_039,3.44,9.7,885.11,218.7,36.55,0,4.56,1.07,2144,45361,atlanta,0.12291693,-0.056537993,0.329956877,1282892,315.3934419,north_america,1.6712240780985463
atlanta_040,3.41,9.92,270.09,7.73,1.01,7.27,NA,NA,2212,10608,atlanta,0.132106043,-0.0062037,0.167106099,1695567,327.0676407,north_america,1.3045783504868873
atlanta_041,3.28,9.85,706.52,82.3,32.19,0,4.46,0.64,3937,3333,atlanta,0.125388638,-0.046024576,0.357254104,1006569,314.588644,north_america,3.9113066267687557
atlanta_042,3.18,9.46,2821.55,933.53,94.61,0,1.06,0.42,3543,12424,atlanta,0.114237525,-0.185825068,0.580634776,3495797,280.0224155,north_america,1.0135027863460035
atlanta_043,3.14,9.53,3029.7,323.47,77.57,0,0.76,0.32,4716,11365,atlanta,0.115297932,-0.149764469,0.541035715,1966564,283.0522977,north_america,2.3980912901893863
atlanta_044,3.21,9.5,3794.98,1832.26,99.84,0,0.17,0.18,5552,31066,atlanta,0.113367977,-0.196272332,0.613092084,10189388,279.4424424,north_america,0.5448806150084774
atlanta_045,3.28,9.09,2393.26,1273.2,100,0,-0.18,0.21,5824,19174,atlanta,0.114199643,-0.185501632,0.63013202,7127039,305.8273066,north_america,0.8171696548875347
atlanta_046,3.28,9.24,1624.82,1008.06,84.71,0,0.79,0.3,7329,15409,atlanta,0.11951538,-0.167814972,0.589901634,8721295,298.0452235,north_america,0.8403568506741258
atlanta_047,3.28,9.36,1951.86,1065.96,100,0,0.94,0.39,6242,14954,atlanta,0.11439474,-0.199740741,0.598367798,6462013,283.2768128,north_america,0.9659528694850971
atlanta_048,3.28,9.4,873.53,799.33,98.13,0,1.9,0.54,2396,17688,atlanta,0.117562511,-0.147491273,0.539095237,1951793,308.3420586,north_america,1.2275891961903747
atlanta_049,3.28,9.73,1389,567.84,85.4,0,2.07,0.54,2295,15503,atlanta,0.117655892,-0.11458162,0.490500392,1525939,316.0840069,north_america,1.5039919682241558
atlanta_050,3.28,9.8,830.47,46.65,13.2,0,5.06,0.65,2817,14734,atlanta,0.128386134,-0.026345043,0.299720008,995330,319.9074216,north_america,2.830217113922016
atlanta_051,3.44,10,725.44,29.97,7.22,0,5.2,0.86,1141,15981,atlanta,0.128970588,-0.01075474,0.278168784,473993,309.8748641,north_america,2.407208545273875
atlanta_052,3.28,9.8,905.91,362.73,78.49,0,3.2,0.66,2176,18320,atlanta,0.119177507,-0.104997936,0.462092994,1005543,301.4144029,north_america,2.1640049207244245
atlanta_053,3.44,10,541.61,287.14,64,0,4.55,0.85,2940,32171,atlanta,0.123841014,-0.093354094,0.424626115,1319050,311.420604,north_america,2.2288768431825936
atlanta_054,3.44,9.66,915.05,432.04,52.8,0,4.17,0.97,2004,35819,atlanta,0.124625605,-0.081738685,0.377515461,1639803,308.914138,north_america,1.2220980203109764
