nbhd_code,NO2,PM25,PUBTRANS,TREECAP,TREEPROP,TREECAPD,UHI,UHINIGHT,POP,INCOME_STD,city,ALBEDO,NDBI,NDVI,area,ELEVATION,continent,DENSITY
melbourne_37,1.88,3.73,162.22,23.72,13.5,0,1.15,0.5,9144,48106.13,melbourne,0.126805405,-0.034737618,0.118208526,1606282,28.05817165,oceania,5.692649235937401
melbourne_38,1.88,3.7,108.7,17.35,11.39,0,1.37,0.52,11464,54453.14,melbourne,0.121853079,-0.034749945,0.128926423,1746271,39.56662489,oceania,6.564845891617052
melbourne_39,1.9,3.7,152.68,58.38,24.29,0,1.53,0.01,13211,58788.72,melbourne,0.124219658,-0.051622807,0.197143208,3174960,39.87033749,oceania,4.1609973039030415
melbourne_40,1.91,3.79,185.91,45.67,19.04,0,1.05,0.6,32848,59230.45,melbourne,0.122624584,-0.100852925,0.131115732,7878157,19.49038322,oceania,4.169503095711344
melbourne_41,1.94,3.78,465.84,199.75,29.36,0,1.08,0.2,9705,62569.32,melbourne,0.12406477,-0.158010781,0.220668759,6602045,30.01669845,oceania,1.4699990684704511
melbourne_42,1.94,3.69,399.23,43.7,9.98,0,1.64,0.45,8217,62828.06,melbourne,0.127076112,-0.110685456,0.278176336,3599104,51.42982472,oceania,2.283068230315101
melbourne_43,1.93,3.58,458.04,41.87,9.87,0,1.92,0.44,16700,65464.21,melbourne,0.122621039,-0.120837007,0.211423121,7081697,79.5958366,oceania,2.3581918288794337
melbourne_44,1.94,3.67,544.53,44.41,8.45,0,2.1,0.38,21340,56747.3,melbourne,0.124980013,-0.121520642,0.25226739,11216743,54.94676843,oceania,1.9025130557060994
melbourne_45,1.94,3.64,215.69,43.51,10.62,0,1.47,0.56,22567,72906.92,melbourne,0.121320222,-0.111033349,0.247170497,9248302,65.16980835,oceania,2.440123603230085
melbourne_46,1.94,3.69,257.04,36.02,8.55,0,1.57,0.52,17190,69270.31,melbourne,0.124506454,-0.113401875,0.221576613,7238031,47.30819995,oceania,2.3749552882544993
melbourne_47,1.94,3.76,211.22,70.25,24.12,0,1.3,0.56,24700,74200.62,melbourne,0.122555597,-0.117283121,0.193120046,7192770,32.49585025,oceania,3.4340038677727773
melbourne_48,1.94,3.7,254.53,49.95,16.77,0,1.52,0.56,16289,69209.56,melbourne,0.123181305,-0.091236552,0.222180958,4850426,50.67074462,oceania,3.3582617279389484
melbourne_49,1.94,3.76,300.74,146.93,28.95,0,1.18,0.44,26314,77625.74,melbourne,0.122052283,-0.12602699,0.209388921,13353726,52.97610055,oceania,1.9705361634647889
melbourne_50,1.95,3.83,927.38,171.3,22.97,0,1.03,0.41,6825,62777.06,melbourne,0.126697061,-0.15713412,0.294333893,5089959,29.79254687,oceania,1.340875240841822
melbourne_51,1.94,3.54,350.81,49.71,11.84,0,1.63,0.48,17219,79142.18,melbourne,0.119360418,-0.121004206,0.231589519,7231542,87.45736408,oceania,2.3810965904643853
melbourne_52,1.94,3.69,926.41,168.29,23.19,0,2.16,0.23,11648,46090.21,melbourne,0.123705092,-0.140923922,0.240607683,8453457,36.8561761,oceania,1.3778978233402026
melbourne_53,1.83,3.57,554.78,76.56,15.05,0,2.32,0.32,21864,41657.13,melbourne,0.120302414,-0.132600901,0.202419831,11121049,80.91482134,oceania,1.9660015885192128
melbourne_54,1.83,3.51,810.88,304.58,26.28,0,1.45,-0.09,17620,55080.11,melbourne,0.126419345,-0.141984846,0.41818163,20419392,63.95285476,oceania,0.86290522264326
melbourne_55,1.85,3.65,793.24,95.42,18.23,0,2.21,0.21,14375,44598.52,melbourne,0.121702014,-0.148642416,0.24612468,7524254,58.9329824,oceania,1.9104884019066875
melbourne_56,1.83,3.52,795.17,72.83,13.79,0,1.35,-0.03,15361,42854.84,melbourne,0.122459845,-0.110339637,0.340965754,8114162,87.68097993,oceania,1.893109849174813
melbourne_57,1.83,3.48,1102.69,60.88,14.83,0,2.02,0.19,14725,39413.97,melbourne,0.115798101,-0.119829459,0.282309438,6044630,105.1791528,oceania,2.4360465404830403
melbourne_58,1.83,3.45,490.9,128.59,26.49,0,1.84,0.15,22480,47781.39,melbourne,0.118644001,-0.136922174,0.211451733,10913785,101.2477894,oceania,2.0597803603424474
melbourne_59,1.83,3.41,407.63,50.45,12.47,0,1.66,0.21,11274,44362.28,melbourne,0.124454028,-0.134111364,0.1963654,4561955,102.5228568,oceania,2.4713089015564598
melbourne_60,1.83,3.5,479.92,33.6,7.92,0,1.85,0.3,20973,41961.62,melbourne,0.124892894,-0.132485881,0.15533012,8893049,91.14955771,oceania,2.3583587586214807
melbourne_61,1.83,3.53,854.28,38.78,9.04,0,2.21,0.31,18359,45809.72,melbourne,0.121047029,-0.133951289,0.215241131,7870856,75.42748891,oceania,2.3325290159037344
melbourne_62,1.84,3.48,291.99,69.57,14.08,0,1.82,0.43,12937,40292.94,melbourne,0.124316806,-0.13032649599999999,0.193140357,6392288,83.89406379,oceania,2.0238449832047616
melbourne_63,1.83,3.34,220.86,50.88,10.17,0,1.95,0.31,10807,37962.03,melbourne,0.121776752,-0.120597944,0.218687483,5407256,120.8569244,oceania,1.9986107556217054
melbourne_64,1.83,3.5,359.13,43.77,10.81,0,1.84,0.38,10426,62817.56,melbourne,0.121746826,-0.138165763,0.187247553,4220225,105.3363254,oceania,2.470484393604606
melbourne_65,1.73,2.91,1129.7,77.1,14.41,0,0.26,0.67,14172,65396.71,melbourne,0.102870978,-0.101514651,0.33069036,7583947,26.98822817,oceania,1.8686839451805242
melbourne_66,1.78,3.33,870.65,72.86,17,0,-0.13,0.29,24297,95200.55,melbourne,0.10158749,-0.065129433,0.305093088,10410807,14.77074712,oceania,2.3338248418206198
melbourne_67,1.73,3.7,382.71,49.74,11.67,0,0.75,0.23,16701,67870.11,melbourne,0.120805248,-0.078047669,0.321720993,7120175,25.68624549,oceania,2.345588416015056
melbourne_68,1.73,3.7,358.03,50.67,8.58,0,0.73,0.14,11439,50821.78,melbourne,0.127613071,-0.061148895,0.316339689,6757813,41.64893944,oceania,1.6927073892100892
melbourne_69,1.73,3.64,284.58,24.07,6.25,0,0.56,0.17,18732,68292.35,melbourne,0.108795737,-0.070498203,0.328815444,7220009,26.23772028,oceania,2.5944565997078395
melbourne_70,1.73,2.99,352.85,51.01,10.86,0,-0.29,0.44,17396,68976.32,melbourne,0.105621725,-0.07891197,0.323835396,8168662,29.6657413,oceania,2.1296021306794186
melbourne_71,1.73,3.7,368.75,23.79,7.19,0,1.58,0.28,23869,52007.48,melbourne,0.126583834,-0.056048332,0.296618007,7903626,35.06109955,oceania,3.020006260417687
melbourne_72,1.92,3.7,227.29,34.2,13.53,0,1.93,0.34,19104,47096.67,melbourne,0.12676266,-0.10259645,0.153899545,4829198,49.56931456,oceania,3.9559363687303772
melbourne_73,1.94,3.7,280.31,62.25,16.97,0,1.28,0.22,22207,67420.88,melbourne,0.124611862,-0.111280245,0.188265843,8145656,44.11621883,oceania,2.7262383778544046
melbourne_74,1.94,3.7,300.93,43.84,13.44,0,1.42,0.25,18456,56956.54,melbourne,0.12238410500000001,-0.069968704,0.208132047,6019148,35.57660673,oceania,3.0662146868626587
melbourne_75,1.93,3.7,373.62,53.73,17.84,0,0.73,0.13,12061,63082.3,melbourne,0.120968663,-0.079984573,0.189371278,3632058,25.50197738,oceania,3.3207068829847985
melbourne_76,1.88,3.63,283.84,31.6,9.91,0,1.94,0.29,8002,45889.22,melbourne,0.129150356,-0.079263465,0.226372384,2551068,56.74798832,oceania,3.1367254812494223
melbourne_77,1.88,3.69,369.37,31.5,9.64,0,2,0.3,9771,48391.12,melbourne,0.128335804,-0.091184905,0.213868564,3192114,50.33507513,oceania,3.0609809048173093
melbourne_78,1.82,3.7,340.4,45.16,17.07,0,1.8,0.33,14089,47639.65,melbourne,0.124011449,-0.084927325,0.216398886,3728135,42.61460356,oceania,3.779101346920109
melbourne_79,1.73,3.63,352.3,55.22,14.7,0,2,0.29,15548,47177.67,melbourne,0.128923551,-0.088948537,0.215682743,5839194,55.19540602,oceania,2.6626962556818627
melbourne_80,1.73,3.65,278.94,91.25,21.78,0,1.86,0.23,13907,45271.99,melbourne,0.127036293,-0.095332514,0.298413497,5826306,52.13873018,oceania,2.386932646517365
melbourne_81,1.52,3.29,390.75,131.86,18.54,0,-0.23,-0.14,9487,45517.98,melbourne,0.13537292,-0.133126833,0.380186296,6747689,5.298062135,oceania,1.405962841500253
melbourne_82,1.63,3.54,1165.48,20396.51,15.2,0,0.35,-0.51,86,67410.38,melbourne,0.144566644,-0.11222357,0.359022382,11543722,13.09664072,oceania,0.007449936857453774
melbourne_83,1.52,2.76,358.31,98.2,16.09,0,-0.77,-0.15,12144,47381.66,melbourne,0.133482718,-0.096539028,0.318651863,7411138,7.081567082,oceania,1.6386147444562496
melbourne_84,1.52,2.66,486.37,64.05,13.75,0,-0.5,0.35,14810,42851.84,melbourne,0.10327426,-0.077193797,0.35468702,6898466,7.958050677,oceania,2.146854097708099
melbourne_85,1.52,2.7,365.97,99.18,13.46,0,-0.29,-0.02,5517,39770.96,melbourne,0.14079488,-0.12760458,0.427995999,4063980,7.011045174,oceania,1.3575362083474822
melbourne_86,1.73,3.7,320.82,84.37,17.75,0,1.38,-0.07,23352,43213.32,melbourne,0.131258098,-0.059767769,0.262108549,11099607,36.1973901,oceania,2.10385827173881
melbourne_87,1.52,2.96,305.03,66.69,13.68,0,-0.4,0.36,13307,47445.41,melbourne,0.108763949,-0.085355479,0.367782655,6485567,7.653267114,oceania,2.0517866826447095
melbourne_88,1.73,3.7,337.47,67.09,16.27,0,1.15,0.29,13709,47587.15,melbourne,0.120515851,-0.065268664,0.263790262,5654444,24.06573539,oceania,2.424464721907229
melbourne_89,1.73,3.68,752.28,147.71,9.18,0,1.51,-0.08,9237,44416.28,melbourne,0.137322046,-0.051861069,0.282492271,14861901,37.68712038,oceania,0.6215221054157204
melbourne_90,1.73,3.66,693.77,NA,10.98,NA,1.35,-0.22,0,0,melbourne,0.149174879,-0.119696242,0.34999627,3908178,16.80212143,oceania,0
melbourne_91,1.67,3.7,334.73,70.11,14.45,0,0.67,0.15,20873,49277.59,melbourne,0.126918265,-0.068466169,0.301054932,10127403,14.2533166,oceania,2.061041710298287
melbourne_92,1.94,3.7,366.32,66.66,18.15,0,1.49,0.47,21265,80406.63,melbourne,0.124894212,-0.113127765,0.188968214,7809059,40.16286953,oceania,2.7231193924901835
melbourne_93,1.94,3.69,321.2,47.63,11.18,0,1.66,0.37,22543,69331.06,melbourne,0.12824368,-0.09457523,0.227920981,9603700,46.93116182,oceania,2.3473244686943575
mexico_002,7.47,21.83,591.67,4.06,4.54,10.94,10.89,6.1,400161,2864.94,mexico,0.125899282,-0.003514645,0.162922314,35745835,2250.310966,north_america,11.194618897558275
mexico_008,6.91,22.51,508.75,1.74,2.76,13.26,11.92,6.72,390348,2468.96,mexico,0.118169735,0.006247748,0.150154052,24613855,2237.983727,north_america,15.85887298027879
mexico_012,2.77,16.48,5780.81,1580.26,68.68,0,0.02,-0.29,137927,1248.74,mexico,0.10545412,-0.064798086,0.479599271,317369449,2960.113732,north_america,0.4345944464238585
mexico_001,6.04,18.82,5146.77,65.97,48.43,0,2.17,2.77,749982,3545.55,mexico,0.103697501,-0.100363612,0.398565972,102162092,2657.454745,north_america,7.341098692458255
mexico_016,4.72,21.27,3936.5,121.11,41.46,0,6.08,2.97,415933,2096.86,mexico,0.122478433,-0.027645819,0.357034853,121508802,2360.595516,north_america,3.4230688901039446
mexico_015,7.39,22.02,837.72,2.81,3.33,12.19,12.5,6.93,427263,2392.68,mexico,0.1201803,0.003750593,0.148976575,36096979,2237.607704,north_america,11.83653069693173
mexico_004,6.91,23.43,339.64,18.44,19.54,0,8.84,5.76,608479,2958.85,mexico,0.112859877,-0.046002474,0.256905213,57443610,2263.692293,north_america,10.592631626041609
mexico_014,3.85,17.19,2726.72,310.25,62.75,0,0.4,-0.13,677104,2796.22,mexico,0.106510491,-0.069910612,0.449882908,334783087,2945.839889,north_america,2.022515551987846
mexico_003,6.95,23.35,291.76,2.19,3.21,12.81,9.33,6.41,417416,4081.06,mexico,0.11127528,-0.03366134,0.196122395,28453918,2250.995689,north_america,14.669895372581026
mexico_005,5.36,17.15,9640.64,250.81,65.63,0,-1.83,1.15,199224,3355.21,mexico,0.096276834,-0.172259616,0.527867557,76134256,2965.60884,north_america,2.616745870610465
mexico_011,7.38,21.37,184.16,42.24,31.13,0,7.81,5.73,364439,4284.85,mexico,0.111848253,-0.072693126,0.279434889,49451154,2301.25528,north_america,7.3696763476945355
mexico_007,7.11,22.49,1637.61,14.35,17.82,0.65,10.32,6.32,1164477,2367.51,mexico,0.122933434,-0.003138428,0.20389392,93745945,2295.147137,north_america,12.421625276698634
mexico_006,7.71,22.66,139.41,2.39,3.67,12.61,10.54,6.93,532553,3602.99,mexico,0.111198353,-0.007574121,0.159045455,34670336,2243.506435,north_america,15.360479921509846
mexico_010,4.92,17.32,6876.87,194.8,70.34,0,-2.39,0.45,243886,3217.42,mexico,0.090674154,-0.18225613,0.545496705,67536531,3015.076358,north_america,3.6111715598777203
mexico_009,6.34,21.95,2724.97,3.76,5.7,11.24,11.37,5.88,1827868,2430.29,mexico,0.123590237,0.025180385,0.147985787,120570226,2260.643795,north_america,15.160193860796113
mexico_013,4.75,21.46,3314.5,58.16,23,0,9.28,3.4,361593,2395.23,mexico,0.125064461,0.027968218,0.276221732,91429307,2274.447453,north_america,3.9548916191610206
montreal_11,3.09,6.35,314.46,177.9,100,0,6.4,-0.63,23954,131708.52,montreal,0.111823355,-0.215741977,0.301782829,3813355.723,90.69235799,north_america,6.2816064747180675
montreal_5,2.98,7.29,1013.21,100.52,30.66,0,2.79,1.11,76853,47699.28,montreal,0.086230745,-0.212784523,0.193474678,25197267.82,23.58490495,north_america,3.0500529084744232
montreal_29,3.03,7,126.66,343.51,93.55,0,6.45,-0.99,20276,152911.92,montreal,0.116558448,-0.189525764,0.274106833,7445560.042,49.03816558,north_america,2.723233697079089
montreal_18,3.18,7.24,238.16,81.33,33.73,0,4.28,0.08,89170,53743.24,montreal,0.095272943,-0.18180013,0.16917471,21500631.74,39.98292463,north_america,4.147319998700652
montreal_6,3.21,6.94,117.37,22.77,29.05,0,6.49,-0.77,104000,49559.02,montreal,0.101965959,-0.125874264,0.21860574,8151665.08,56.10271164,north_america,12.758129655640856
montreal_25,2.93,6.82,599.21,338.03,100,0,6.11,-0.95,6973,186567.46,montreal,0.122217268,-0.249855704,0.341022603,1768055.283,53.61512968,north_america,3.9438812049860545
montreal_7,3.07,7.86,348.06,79.5,34.24,0,4.4,-0.16,78151,49049.58,montreal,0.107415139,-0.160018861,0.249226117,18144269.49,20.11745811,north_america,4.307200135176123
montreal_13,2.71,7.49,1213.53,251.72,53.69,0,1.73,-1.05,106743,56228.6,montreal,0.151252107,-0.23325677,0.249458143,50047004.47,17.22071836,north_america,2.1328549256926186
montreal_4,2.8,7.56,510.66,167.24,32.17,0,4.65,0.22,44489,51636.98,montreal,0.11261219,-0.179106861,0.211534572,23127785.99,31.04458236,north_america,1.923616900434662
montreal_24,2.6,7.58,616.27,464.75,31.33,0,3.87,-0.31,18980,66995.28,montreal,0.118923691,-0.20828181,0.211911514,28156149.66,27.90796928,north_america,0.6740978517728194
montreal_10,2.76,7.51,934.17,68.58,46.48,0,3.68,-0.66,84234,38560.72,montreal,0.128709951,-0.18810249,0.152727787,12430208.23,24.04092916,north_america,6.776555826048297
montreal_8,2.35,6.96,2841.01,1478.97,74.54,0,-0.96,-0.93,18413,85660.44,montreal,0.16513933,-0.356889962,0.34331041,36532506.08,27.72158545,north_america,0.5040168873079403
montreal_26,2.46,8.13,1187.03,411.92,85.68,0,3.17,-1.1,20151,107753.12,montreal,0.144257672,-0.221134667,0.337559103,9687581.293,42.10286937,north_america,2.0800857706928975
montreal_23,2.51,7.84,1110.17,339.96,100,0,3.6,-0.88,48899,76045.96,montreal,0.134729052,-0.232487344,0.392444512,15065158.75,34.10748701,north_america,3.2458337022170443
montreal_32,2.18,6.59,2141.91,9854.07,48.77,0,-2.25,0.71,921,151780.59,montreal,0.160454775,-0.403692063,0.261543952,18609960.84,25.45889297,north_america,0.0494896259007926
montreal_1,3,7.53,655.99,157.51,82.69,0,4.52,-0.63,134245,52213.45,montreal,0.11976582,-0.197241183,0.285518782,25571187.48,27.62006079,north_america,5.249853965718138
montreal_22,2.93,7.4,600.72,170.08,81.04,0,5.83,-0.93,32448,70434.71,montreal,0.132750101,-0.176038946,0.348792362,6810209.672,48.18508743,north_america,4.764611012405258
montreal_16,3.08,7.45,643.28,54.69,31.6,0,6.45,-0.96,78305,47949.53,montreal,0.124298445,-0.133157597,0.170345217,13550689.46,39.72860373,north_america,5.778672755445168
montreal_28,2.93,7.69,362.46,354.48,100,0,5.46,-0.47,5050,118700.03,montreal,0.125908635,-0.212720355,0.416306696,1419449.311,46.10621397,north_america,3.557717743680669
montreal_30,2.52,7.45,1470.48,505.27,46.03,0,4.23,-0.88,31380,74697.89,montreal,0.108322285,-0.304929765,0.157174237,34446517.16,30.05536583,north_america,0.9109774394387569
montreal_34,2.6,5.7,1755.12,15.13,100,0,0.58,2.52,18980,66995.28,montreal,0.032708108,-0.320157097,0.593189607,180508.863,19.74205876,north_america,105.14719158139066
montreal_9,3.15,7.81,285.15,81.73,40.56,0,4.45,-1.15,136024,44918.24,montreal,0.121220907,-0.174331822,0.198649143,27408411.87,23.41651067,north_america,4.962855952587522
montreal_3,2.96,6.71,135.72,118,91.46,0,6.39,-0.69,166520,50104.95,montreal,0.114786456,-0.182976207,0.279128782,21483754.69,75.81572242,north_america,7.750972881733272
montreal_14,3.19,7.18,164.17,59.31,52.11,0,6.61,-1.09,139590,47830.36,montreal,0.114185921,-0.167607387,0.261492317,15886530.27,55.06917122,north_america,8.786688951432062
montreal_15,2.8,7.69,990.59,154.93,35.54,0,5.34,-1.17,98828,60132.04,montreal,0.140467941,-0.143131448,0.241298294,43077847.48,34.85495924,north_america,2.2941721971109037
montreal_21,2.45,6.79,1112.59,785.85,60.93,0,1.86,-0.73,19324,139404.43,montreal,0.116885108,-0.387679285,0.16790726,24922505.75,26.06485663,north_america,0.7753634483563115
montreal_19,3.08,7.23,449.87,35.25,30.77,0,6.06,-0.9,143853,40173.93,montreal,0.11942163,-0.12699976,0.210479954,16477356.14,44.83751323,north_america,8.730344769983226
montreal_33,3,6.62,258.4,226.99,100,0,6.54,-0.24,20312,219786.54,montreal,0.112184015,-0.229594886,0.290445309,4016301.006,99.53428562,north_america,5.057389864369145
montreal_27,2.72,7.96,2151.37,447.19,12.32,0,3.02,-1.46,3850,43640.18,montreal,0.141558045,-0.139503384,0.172812135,13974007.4,26.46866287,north_america,0.27551151862135126
montreal_2,2.77,7.81,984.34,104.35,32.18,0,5.24,-1.43,42796,51338.32,montreal,0.147313759,-0.140462492,0.24374747,13878193.71,41.21624505,north_america,3.0836866017486937
montreal_12,2.43,7.55,1088.53,452.6,92.89,0,0.8,-0.63,69297,64466.72,montreal,0.147100758,-0.292458863,0.337283112,33765273.41,26.1756769,north_america,2.0523156782576755
montreal_31,2.18,7.01,415.72,1893.85,84.21,0,-0.32,-0.58,4958,76690.2,montreal,0.179167626,-0.294550692,0.445571925,11150545.74,36.54996183,north_america,0.4446419140019599
montreal_17,3.11,6.61,470.59,85,26.35,0,2.37,-0.06,69229,63396.46,montreal,0.072322746,-0.300719897,0.139516512,22328673.53,10.83430571,north_america,3.100452873162681
montreal_20,2.2,6.62,1272.48,1764.69,84.06,0,0.24,-0.91,3823,127649.42,montreal,0.154155023,-0.300461434,0.338780587,8025920.556,32.34638594,north_america,0.4763316523413642
newyork_011,8.9,10.99,398.4,15.72,37.39,0,0.83,-0.21,238759,52031,newyork,0.083346898,-0.096846672,0.273203593,10039839,35.57548671,north_america,23.78115824367303
newyork_016,9.09,9.38,557.99,28.75,50.29,0,1.12,-0.09,189492,111270,newyork,0.083063397,-0.155739047,0.344132523,10833028,33.45297722,north_america,17.492062237815684
newyork_033,8.08,11.47,220.1,4.89,6.78,10.11,3.98,-0.98,145860,51256,newyork,0.123766579,-0.04675795,0.180905488,10515388,13.52388634,north_america,13.871100143903394
newyork_007,8.87,11.22,264.81,3.84,10.06,11.16,2.13,-0.4,135115,26616,newyork,0.100762011,-0.038729341,0.170001374,5163614,31.65839488,north_america,26.16675065177219
newyork_001,8.2,11.23,737.96,66.41,60.1,0,0.6,0.14,108865,58297,newyork,0.100554643,-0.150415739,0.391298774,12029092,41.5311643,north_america,9.050142770543278
newyork_040,7.7,13.04,538.07,0.92,1.37,14.08,3.42,-0.15,189426,51083,newyork,0.139206202,-0.050145701,0.135535563,12675810,10.92266733,north_america,14.94389707639985
newyork_037,8.06,11.86,226.79,3.15,4.46,11.85,3.48,-0.89,151250,45796,newyork,0.14398108,-0.073619105,0.195307136,10700510,19.53694349,north_america,14.134840302004298
newyork_029,8.08,11.28,184.57,4.87,8.58,10.13,3.49,-0.97,134788,51889,newyork,0.132558433,-0.045179428,0.190644799,7650384,26.89736226,north_america,17.618462027526984
newyork_026,8.08,11.1,229.62,4.24,8.04,10.76,3.65,-0.96,148237,51435,newyork,0.129969914,-0.049257447,0.192719233,7813485,16.22010857,north_america,18.9719440172983
newyork_042,9.04,10.38,321.23,11.04,10.77,3.96,1.71,-0.79,171988,60406,newyork,0.108367241,-0.05250803,0.176669401,17629181,11.4679796,north_america,9.755870111039192
newyork_038,8.08,11.79,177.42,14.29,23.44,0.71,4.01,-0.95,163620,50649,newyork,0.117396142,-0.097043794,0.253042589,9974024,14.68727753,north_america,16.40461262174625
newyork_030,7.92,11.24,164.93,5.43,6.73,9.57,4.24,-1.29,109658,30207,newyork,0.132881698,-0.035160009,0.178402002,8857246,16.9180012,north_america,12.380597761426069
newyork_041,6.36,11.71,873.63,12.78,12.78,2.22,2.92,0.74,116847,39213,newyork,0.09842834,-0.060874074,0.208751421,11681542,6.521493191,north_america,10.002703410217588
newyork_051,8.56,10.88,642.77,37.07,28.35,0,3.3,-1.51,192600,74708,newyork,0.137869254,-0.083095878,0.272454187,25178653,28.77442132,north_america,7.6493369204460615
newyork_039,7.11,12.36,1514.78,10.45,11.24,4.55,3.09,-0.63,159017,60150,newyork,0.107302292,-0.08283141,0.211680855,14788638,7.618920051,north_america,10.752646727846066
newyork_015,9.09,9.64,561.26,2.79,8.99,12.21,0.89,-0.49,219004,116971,newyork,0.078951004,-0.055177675,0.168415498,6787936,33.28166357,north_america,32.26371020587112
newyork_045,12.26,9.81,589.05,168.2,61.75,0,2.62,-0.88,117381,79115,newyork,0.110191759,-0.173776164,0.414279765,31972135,29.66313049,north_america,3.6713531955247904
newyork_019,9.09,10.97,614.95,7.86,20.85,7.14,NA,NA,159296,41207,newyork,0.076692579,-0.058882438,0.197598136,6005349,15.61785058,north_america,26.52568568454556
newyork_022,6.32,11.43,600.41,276.39,58.86,0,1.89,-0.99,142815,82153,newyork,0.121917251,-0.175107619,0.426287917,67066712,29.87034049,north_america,2.129446870751618
newyork_020,8.96,10.4,463.96,5.91,9.34,9.09,NA,NA,152813,137210,newyork,0.070499961,-0.038754599,0.143514323,9666363,20.35632321,north_america,15.808737991734843
newyork_017,9.1,9.25,522.31,2.05,2.73,12.95,NA,NA,140247,101550,newyork,0.071687327,-0.016872583,0.091377231,10540835,23.00606017,north_america,13.305112925114567
newyork_044,9.5,10.56,584.6,48.56,29.53,0,2.33,-0.97,245864,51045,newyork,0.099325456,-0.114797055,0.305760235,40425166,14.8596906,north_america,6.0819539986551945
newyork_013,8.9,10.86,300.5,3.76,11.04,11.24,1.81,-0.48,143487,45644,newyork,0.108340146,-0.054593538,0.175614226,4891277,14.93823915,north_america,29.335284016832414
newyork_046,10.58,10.48,2101.49,71.96,23.04,0,4.17,-0.65,214163,80549,newyork,0.125593096,-0.089722492,0.272263522,66879298,15.21757486,north_america,3.202231578447489
newyork_008,8.9,10.76,313.18,5.55,12.32,9.45,2.46,-0.67,151835,31499,newyork,0.107622595,-0.047214756,0.169620371,6845923,22.91078833,north_america,22.178893919782624
newyork_004,8.71,10.93,497.28,18.59,17.79,0,3.2,-0.95,124632,50809,newyork,0.1095168,-0.080485874,0.252406907,13024708,25.40864873,north_america,9.568890143256954
newyork_010,8.8,9.64,1179.11,8.07,7.95,6.93,2.58,-1.12,166272,27312,newyork,0.093999468,-0.034191037,0.158363426,16876693,11.91737154,north_america,9.852167127766085
newyork_009,8.71,10.35,863.23,16.5,20.9,0,3.06,-1.07,193240,37456,newyork,0.100751751,-0.079491964,0.243914714,15253447,11.35432943,north_america,12.668611888185012
newyork_024,9.07,10.77,633.81,2.45,2.89,12.55,3.12,-1.12,166361,69690,newyork,0.126990288,-0.021121173,0.123285318,14086247,8.936982638,north_america,11.810172006780798
newyork_025,8.38,10.95,358.94,6.72,10.8,8.28,3.69,-1.25,139306,48430,newyork,0.159300772,-0.041094862,0.169351398,8664253,16.62547494,north_america,16.078247022565016
newyork_028,7.98,11.6,711.51,29.12,23.64,0,2.47,-0.8,114007,103873,newyork,0.113793659,-0.091752789,0.24833015,14045273,20.5323345,north_america,8.11710815446592
newyork_035,7.85,11.49,1028.43,19.95,21.67,0,2.05,-0.77,149399,53265,newyork,0.114920089,-0.063736081,0.213834051,13750975,25.41067744,north_america,10.864611418463054
newyork_006,8.76,11.2,494.22,6.61,16.92,8.39,1.93,-0.26,138899,34061,newyork,0.105521113,-0.054591033,0.203915507,5426323,44.71326459,north_america,25.59725987561006
newyork_002,8.41,11.07,1087.37,75.33,48.98,0,2.38,-0.69,150691,51381,newyork,0.112254658,-0.144133406,0.380705836,23177768,39.63140578,north_america,6.501531985305919
newyork_052,7.84,10.68,325.02,29.72,30.06,0,4.08,-1.27,164094,66531,newyork,0.127219736,-0.116253229,0.300293449,16221132,24.55713043,north_america,10.11606341653591
newyork_053,10.44,10.8,365.03,24.27,18.45,0,4.83,-1.01,243300,60092,newyork,0.122930286,-0.109528457,0.280749258,32010372,13.375143,north_america,7.600661435612183
newyork_005,8.74,10.73,293.24,33.96,39.35,0,3.28,-0.68,174740,25812,newyork,0.107816131,-0.102089276,0.301279302,15080712,25.69115213,north_america,11.586986078641381
newyork_027,8.19,11.73,519.22,8.65,11.7,6.35,2.71,-0.71,143328,86987,newyork,0.108430171,-0.065344576,0.200582711,10600453,18.10843252,north_america,13.520931605470068
newyork_003,9.4,9.42,1326.42,131.94,45.48,0,1.09,-1.25,111431,59400,newyork,0.086399622,-0.135526214,0.367560985,32325798,10.81545805,north_america,3.4471229449617917
newyork_031,7.53,10.9,1003.37,19.16,15.29,0,3.84,-1.36,160769,37880,newyork,0.128856761,-0.050068775,0.242173349,20143972,12.56146035,north_america,7.980997987884415
newyork_054,7.5,10.2,1646.53,18.66,12.1,0,4.37,-1.24,135422,72478,newyork,0.126067637,-0.100017428,0.263381909,20871069,8.196752491,north_america,6.4885032961177025
newyork_047,10.73,10.23,336.93,86.16,56.13,0,3.48,-0.9,166115,66642,newyork,0.115780474,-0.153175081,0.381603801,25499761,28.46790158,north_america,6.514374781787171
newyork_021,5.61,11.27,1875.3,321.78,61.29,0,1.64,-0.91,158257,90031,newyork,0.117251037,-0.178434358,0.423170194,83082830,18.08935775,north_america,1.9048099348565763
newyork_012,8.9,10.54,418.86,13.21,28.77,1.79,1.63,-0.41,125195,49034,newyork,0.092642192,-0.08807373,0.241690799,5750291,30.93305255,north_america,21.771941628693227
newyork_034,8.08,11.18,177.31,2.25,4.26,12.75,3.39,-0.95,110382,50799,newyork,0.130648953,-0.039889849,0.17218035,5828291,27.66245164,north_america,18.93899944254671
