,age,name
76,30,Human rights
77,36,Human rights
78,42,Human rights
79,13,Human rights
80,25,Human rights
81,30,Human rights
82,27,Human rights
83,54,Human rights
84,41,Human rights
85,31,Human rights
86,15,Human rights
87,25,Human rights
88,47,Human rights
89,43,Human rights
90,35,Human rights
91,35,Human rights
92,39,Human rights
93,35,Human rights
94,38,Human rights
95,39,Human rights
96,35,Human rights
97,46,Human rights
98,25,Human rights
99,41,Human rights
100,38,Human rights
101,35,Human rights
102,33,Human rights
103,33,Human rights
104,36,Human rights
105,26,Human rights
0,44,Innovation
1,30,Innovation
2,35,Innovation
3,40,Innovation
4,30,Innovation
5,37,Innovation
6,34,Innovation
7,39,Innovation
8,39,Innovation
9,30,Innovation
10,19,Innovation
11,23,Innovation
12,35,Innovation
13,45,Innovation
14,42,Innovation
15,35,Innovation
16,28,Innovation
17,28,Innovation
18,37,Innovation
19,47,Innovation
20,56,Innovation
21,33,Innovation
22,40,Innovation
23,33,Innovation
24,30,Innovation
25,35,Innovation
26,41,Innovation
27,45,Innovation
28,33,Innovation
29,35,Innovation
30,33,Innovation
31,27,Innovation
32,38,Innovation
33,47,Innovation
34,34,Innovation
35,34,Innovation
36,37,Innovation
37,40,Innovation
38,35,Innovation
39,31,Innovation
40,29,Innovation
41,39,Innovation
42,35,Innovation
43,37,Innovation
44,33,Innovation
45,44,Innovation
46,29,Innovation
47,38,Innovation
48,42,Innovation
49,33,Innovation
50,33,Innovation
51,33,Innovation
52,33,Innovation
53,32,Innovation
54,33,Innovation
55,42,Innovation
56,48,Innovation
57,33,Innovation
58,39,Innovation
59,33,Innovation
60,44,Innovation
61,42,Innovation
62,35,Innovation
63,42,Innovation
64,40,Innovation
65,36,Innovation
66,44,Innovation
67,35,Innovation
68,32,Innovation
69,45,Innovation
70,33,Innovation
71,33,Innovation
72,52,Innovation
73,35,Innovation
74,30,Innovation
75,41,Innovation
0,43,Seeing nature
1,32,Seeing nature
2,41,Seeing nature
3,30,Seeing nature
4,37,Seeing nature
5,45,Seeing nature
6,38,Seeing nature
7,19,Seeing nature
8,39,Seeing nature
9,22,Seeing nature
10,35,Seeing nature
11,39,Seeing nature
12,46,Seeing nature
13,30,Seeing nature
14,36,Seeing nature
15,42,Seeing nature
16,39,Seeing nature
17,19,Seeing nature
18,39,Seeing nature
19,35,Seeing nature
20,41,Seeing nature
21,44,Seeing nature
22,36,Seeing nature
23,59,Seeing nature
24,37,Seeing nature
25,44,Seeing nature
26,32,Seeing nature
27,36,Seeing nature
28,41,Seeing nature
29,47,Seeing nature
30,41,Seeing nature
31,27,Seeing nature
32,41,Seeing nature
33,34,Seeing nature
34,41,Seeing nature
35,41,Seeing nature
36,41,Seeing nature
37,22,Seeing nature
38,43,Seeing nature
39,28,Seeing nature
40,30,Seeing nature
41,36,Seeing nature
42,41,Seeing nature
43,34,Seeing nature
44,56,Seeing nature
45,36,Seeing nature
46,38,Seeing nature
47,41,Seeing nature
48,39,Seeing nature
49,43,Seeing nature
50,39,Seeing nature
51,30,Seeing nature
52,59,Seeing nature
53,36,Seeing nature
54,41,Seeing nature
55,32,Seeing nature
56,33,Seeing nature
57,17,Seeing nature
58,41,Seeing nature
59,38,Seeing nature
60,41,Seeing nature
61,28,Seeing nature
62,44,Seeing nature
63,66,Seeing nature
64,22,Seeing nature
65,38,Seeing nature
66,35,Seeing nature
67,43,Seeing nature
68,43,Seeing nature
69,31,Seeing nature
70,35,Seeing nature
71,43,Seeing nature
72,49,Seeing nature
73,41,Seeing nature
74,41,Seeing nature
75,41,Seeing nature
76,43,Seeing nature
77,34,Seeing nature
78,37,Seeing nature
79,41,Seeing nature
80,41,Seeing nature
81,35,Seeing nature
82,59,Seeing nature
83,35,Seeing nature
84,27,Seeing nature
85,41,Seeing nature
86,31,Seeing nature
87,59,Seeing nature
88,32,Seeing nature
89,30,Seeing nature
90,37,Seeing nature
91,41,Seeing nature
92,44,Seeing nature
93,30,Seeing nature
94,59,Seeing nature
95,41,Seeing nature
96,50,Seeing nature
97,49,Seeing nature
98,36,Seeing nature
99,37,Seeing nature
100,30,Seeing nature
101,41,Seeing nature
102,41,Seeing nature
103,34,Seeing nature
104,42,Seeing nature
105,30,Seeing nature
106,59,Seeing nature
107,33,Seeing nature
108,29,Seeing nature
109,49,Seeing nature
110,46,Seeing nature
0,40,Restoration commitments
1,28,Restoration commitments
2,26,Restoration commitments
3,41,Restoration commitments
4,41,Restoration commitments
5,33,Restoration commitments
6,25,Restoration commitments
7,50,Restoration commitments
8,31,Restoration commitments
9,37,Restoration commitments
10,44,Restoration commitments
11,45,Restoration commitments
12,35,Restoration commitments
13,34,Restoration commitments
14,36,Restoration commitments
15,34,Restoration commitments
16,35,Restoration commitments
17,41,Restoration commitments
18,46,Restoration commitments
19,52,Restoration commitments
20,42,Restoration commitments
21,35,Restoration commitments
22,50,Restoration commitments
23,31,Restoration commitments
24,32,Restoration commitments
25,40,Restoration commitments
26,35,Restoration commitments
27,39,Restoration commitments
28,22,Restoration commitments
29,39,Restoration commitments
30,53,Restoration commitments
31,44,Restoration commitments
32,36,Restoration commitments
33,37,Restoration commitments
34,41,Restoration commitments
35,59,Restoration commitments
36,39,Restoration commitments
37,35,Restoration commitments
38,20,Restoration commitments
39,40,Restoration commitments
40,47,Restoration commitments
41,34,Restoration commitments
42,43,Restoration commitments
43,44,Restoration commitments
44,32,Restoration commitments
45,35,Restoration commitments
46,43,Restoration commitments
47,59,Restoration commitments
0,48,Youth aspiration
1,22,Youth aspiration
2,31,Youth aspiration
3,33,Youth aspiration
4,39,Youth aspiration
5,35,Youth aspiration
6,38,Youth aspiration
7,26,Youth aspiration
8,19,Youth aspiration
9,35,Youth aspiration
10,36,Youth aspiration
11,24,Youth aspiration
12,51,Youth aspiration
13,42,Youth aspiration
14,36,Youth aspiration
15,30,Youth aspiration
16,32,Youth aspiration
17,44,Youth aspiration
18,32,Youth aspiration
19,38,Youth aspiration
20,35,Youth aspiration
21,30,Youth aspiration
22,40,Youth aspiration
23,35,Youth aspiration
24,31,Youth aspiration
25,31,Youth aspiration
26,37,Youth aspiration
27,38,Youth aspiration
28,30,Youth aspiration
29,36,Youth aspiration
30,37,Youth aspiration
31,39,Youth aspiration
32,29,Youth aspiration
33,31,Youth aspiration
34,37,Youth aspiration
35,45,Youth aspiration
36,45,Youth aspiration
37,41,Youth aspiration
38,36,Youth aspiration
39,36,Youth aspiration
40,17,Youth aspiration
41,36,Youth aspiration
42,31,Youth aspiration
43,41,Youth aspiration
44,45,Youth aspiration
45,28,Youth aspiration
46,32,Youth aspiration
47,39,Youth aspiration
48,33,Youth aspiration
49,37,Youth aspiration
50,36,Youth aspiration
51,34,Youth aspiration
52,31,Youth aspiration
53,28,Youth aspiration
54,27,Youth aspiration
55,25,Youth aspiration
56,37,Youth aspiration
57,28,Youth aspiration
58,33,Youth aspiration
59,40,Youth aspiration
60,35,Youth aspiration
61,30,Youth aspiration
62,41,Youth aspiration
63,34,Youth aspiration
64,31,Youth aspiration
65,35,Youth aspiration
66,31,Youth aspiration
67,41,Youth aspiration
68,39,Youth aspiration
69,35,Youth aspiration
70,26,Youth aspiration
71,38,Youth aspiration
72,35,Youth aspiration
73,34,Youth aspiration
74,39,Youth aspiration
75,30,Youth aspiration
76,37,Youth aspiration
77,28,Youth aspiration
78,38,Youth aspiration
79,37,Youth aspiration
80,36,Youth aspiration
81,26,Youth aspiration
82,31,Youth aspiration
83,35,Youth aspiration
84,36,Youth aspiration
85,44,Youth aspiration
86,32,Youth aspiration
87,33,Youth aspiration
88,47,Youth aspiration
89,33,Youth aspiration
90,46,Youth aspiration
91,33,Youth aspiration
92,39,Youth aspiration
93,33,Youth aspiration
94,35,Youth aspiration
95,34,Youth aspiration
96,35,Youth aspiration
97,40,Youth aspiration
98,40,Youth aspiration
99,35,Youth aspiration
100,38,Youth aspiration
101,31,Youth aspiration
102,37,Youth aspiration
103,25,Youth aspiration
104,31,Youth aspiration
105,27,Youth aspiration
106,28,Youth aspiration
107,35,Youth aspiration
108,41,Youth aspiration
109,42,Youth aspiration
110,32,Youth aspiration
111,30,Youth aspiration
112,35,Youth aspiration
113,35,Youth aspiration
114,35,Youth aspiration
0,39,Positive change in Africa
1,39,Positive change in Africa
2,43,Positive change in Africa
3,37,Positive change in Africa
4,38,Positive change in Africa
5,31,Positive change in Africa
6,40,Positive change in Africa
7,47,Positive change in Africa
8,39,Positive change in Africa
9,34,Positive change in Africa
10,39,Positive change in Africa
11,19,Positive change in Africa
12,21,Positive change in Africa
13,32,Positive change in Africa
14,25,Positive change in Africa
15,39,Positive change in Africa
16,33,Positive change in Africa
17,40,Positive change in Africa
18,36,Positive change in Africa
19,35,Positive change in Africa
20,29,Positive change in Africa
21,35,Positive change in Africa
22,35,Positive change in Africa
23,48,Positive change in Africa
24,32,Positive change in Africa
25,38,Positive change in Africa
26,34,Positive change in Africa
27,35,Positive change in Africa
28,47,Positive change in Africa
29,59,Positive change in Africa
30,34,Positive change in Africa
31,30,Positive change in Africa
32,39,Positive change in Africa
33,37,Positive change in Africa
34,36,Positive change in Africa
35,43,Positive change in Africa
36,34,Positive change in Africa
37,35,Positive change in Africa
38,39,Positive change in Africa
39,43,Positive change in Africa
40,39,Positive change in Africa
41,31,Positive change in Africa
42,36,Positive change in Africa
43,38,Positive change in Africa
44,35,Positive change in Africa
45,32,Positive change in Africa
46,33,Positive change in Africa
47,35,Positive change in Africa
48,35,Positive change in Africa
49,43,Positive change in Africa
50,38,Positive change in Africa
51,33,Positive change in Africa
52,39,Positive change in Africa
53,32,Positive change in Africa
54,32,Positive change in Africa
55,44,Positive change in Africa
56,35,Positive change in Africa
57,36,Positive change in Africa
58,35,Positive change in Africa
59,30,Positive change in Africa
60,35,Positive change in Africa
61,36,Positive change in Africa
62,30,Positive change in Africa
63,35,Positive change in Africa
64,35,Positive change in Africa
65,28,Positive change in Africa
66,53,Positive change in Africa
67,34,Positive change in Africa
68,35,Positive change in Africa
69,30,Positive change in Africa
70,34,Positive change in Africa
71,35,Positive change in Africa
72,36,Positive change in Africa
0,42,Endangered species
1,45,Endangered species
2,42,Endangered species
3,33,Endangered species
4,49,Endangered species
5,37,Endangered species
6,45,Endangered species
7,35,Endangered species
8,47,Endangered species
9,54,Endangered species
10,40,Endangered species
11,36,Endangered species
12,50,Endangered species
13,41,Endangered species
14,41,Endangered species
15,41,Endangered species
16,44,Endangered species
17,41,Endangered species
18,40,Endangered species
19,43,Endangered species
20,31,Endangered species
21,49,Endangered species
22,49,Endangered species
23,42,Endangered species
24,32,Endangered species
0,36,Womens rights
1,44,Womens rights
2,30,Womens rights
3,38,Womens rights
4,33,Womens rights
5,35,Womens rights
6,30,Womens rights
7,33,Womens rights
8,40,Womens rights
9,45,Womens rights
10,35,Womens rights
11,34,Womens rights
12,30,Womens rights
13,32,Womens rights
14,34,Womens rights
15,26,Womens rights
16,33,Womens rights
17,34,Womens rights
18,30,Womens rights
19,31,Womens rights
20,33,Womens rights
21,33,Womens rights
22,28,Womens rights
23,39,Womens rights
24,39,Womens rights
25,32,Womens rights
26,29,Womens rights
27,39,Womens rights
28,30,Womens rights
29,39,Womens rights
30,37,Womens rights
31,43,Womens rights
32,30,Womens rights
33,45,Womens rights
34,44,Womens rights
35,32,Womens rights
36,32,Womens rights
37,32,Womens rights
38,31,Womens rights
39,36,Womens rights
40,39,Womens rights
41,26,Womens rights
42,34,Womens rights
43,34,Womens rights
44,34,Womens rights
45,33,Womens rights
46,35,Womens rights
47,32,Womens rights
48,40,Womens rights
49,42,Womens rights
50,34,Womens rights
51,41,Womens rights
52,35,Womens rights
53,22,Womens rights
54,37,Womens rights
55,23,Womens rights
56,23,Womens rights
57,22,Womens rights
58,28,Womens rights
59,34,Womens rights
60,33,Womens rights
61,33,Womens rights
62,35,Womens rights
63,27,Womens rights
64,40,Womens rights
65,34,Womens rights
66,35,Womens rights
67,30,Womens rights
68,32,Womens rights
69,38,Womens rights
70,28,Womens rights
71,36,Womens rights
72,27,Womens rights
73,31,Womens rights
74,39,Womens rights
75,30,Womens rights
76,34,Womens rights
77,34,Womens rights
78,32,Womens rights
79,30,Womens rights
80,33,Womens rights
81,45,Womens rights
82,35,Womens rights
83,25,Womens rights
84,34,Womens rights
85,30,Womens rights
0,39,Clean drinking water
1,30,Clean drinking water
2,40,Clean drinking water
3,38,Clean drinking water
4,30,Clean drinking water
5,35,Clean drinking water
6,22,Clean drinking water
7,48,Clean drinking water
8,26,Clean drinking water
9,38,Clean drinking water
10,34,Clean drinking water
11,32,Clean drinking water
12,30,Clean drinking water
13,33,Clean drinking water
14,35,Clean drinking water
15,39,Clean drinking water
16,30,Clean drinking water
17,45,Clean drinking water
18,40,Clean drinking water
19,32,Clean drinking water
20,28,Clean drinking water
21,43,Clean drinking water
22,35,Clean drinking water
0,30,Collaboration
1,21,Collaboration
2,30,Collaboration
3,28,Collaboration
4,30,Collaboration
5,38,Collaboration
6,44,Collaboration
7,28,Collaboration
8,37,Collaboration
9,34,Collaboration
10,44,Collaboration
11,41,Collaboration
12,17,Collaboration
13,34,Collaboration
14,39,Collaboration
15,30,Collaboration
16,48,Collaboration
17,26,Collaboration
18,36,Collaboration
19,40,Collaboration
20,45,Collaboration
21,33,Collaboration
22,36,Collaboration
23,46,Collaboration
24,39,Collaboration
25,44,Collaboration
26,29,Collaboration
27,18,Collaboration
28,37,Collaboration
29,41,Collaboration
30,40,Collaboration
31,31,Collaboration
32,34,Collaboration
33,33,Collaboration
34,27,Collaboration
35,41,Collaboration
36,24,Collaboration
37,37,Collaboration
38,36,Collaboration
39,38,Collaboration
40,44,Collaboration
41,38,Collaboration
42,46,Collaboration
43,39,Collaboration
44,29,Collaboration
45,21,Collaboration
46,50,Collaboration
47,13,Collaboration
48,28,Collaboration
49,26,Collaboration
50,27,Collaboration
51,37,Collaboration
52,31,Collaboration
53,31,Collaboration
54,47,Collaboration
55,33,Collaboration
56,27,Collaboration
57,27,Collaboration
58,34,Collaboration
59,50,Collaboration
60,42,Collaboration
61,44,Collaboration
62,20,Collaboration
63,28,Collaboration
64,33,Collaboration
65,43,Collaboration
66,38,Collaboration
67,28,Collaboration
68,25,Collaboration
69,66,Collaboration
70,39,Collaboration
71,44,Collaboration
72,23,Collaboration
73,33,Collaboration
74,28,Collaboration
75,37,Collaboration
76,49,Collaboration
77,24,Collaboration
78,33,Collaboration
79,45,Collaboration
80,34,Collaboration
81,35,Collaboration
82,40,Collaboration
83,31,Collaboration
84,30,Collaboration
85,33,Collaboration
86,27,Collaboration
87,33,Collaboration
88,39,Collaboration
89,39,Collaboration
90,33,Collaboration
91,46,Collaboration
0,47,Empowering youth
1,39,Empowering youth
2,36,Empowering youth
3,39,Empowering youth
4,42,Empowering youth
5,49,Empowering youth
6,37,Empowering youth
7,28,Empowering youth
8,52,Empowering youth
9,36,Empowering youth
10,45,Empowering youth
11,37,Empowering youth
12,35,Empowering youth
13,42,Empowering youth
14,40,Empowering youth
15,35,Empowering youth
16,44,Empowering youth
17,39,Empowering youth
18,30,Empowering youth
19,30,Empowering youth
20,31,Empowering youth
21,35,Empowering youth
22,42,Empowering youth
23,31,Empowering youth
24,30,Empowering youth
25,31,Empowering youth
26,40,Empowering youth
27,64,Empowering youth
28,40,Empowering youth
29,34,Empowering youth
30,45,Empowering youth
31,29,Empowering youth
32,30,Empowering youth
33,44,Empowering youth
34,42,Empowering youth
35,40,Empowering youth
36,38,Empowering youth
37,49,Empowering youth
38,42,Empowering youth
39,39,Empowering youth
40,42,Empowering youth
41,47,Empowering youth
42,31,Empowering youth
43,35,Empowering youth
44,36,Empowering youth
45,31,Empowering youth
46,35,Empowering youth
47,28,Empowering youth
48,50,Empowering youth
49,45,Empowering youth
50,38,Empowering youth
51,35,Empowering youth
52,44,Empowering youth
53,44,Empowering youth
54,59,Empowering youth
55,41,Empowering youth
56,32,Empowering youth
57,64,Empowering youth
58,51,Empowering youth
59,31,Empowering youth
60,30,Empowering youth
61,35,Empowering youth
62,37,Empowering youth
63,40,Empowering youth
64,39,Empowering youth
65,43,Empowering youth
66,40,Empowering youth
67,33,Empowering youth
68,24,Empowering youth
69,40,Empowering youth
70,35,Empowering youth
0,46,Restoration finance
1,27,Restoration finance
2,42,Restoration finance
3,44,Restoration finance
4,37,Restoration finance
5,36,Restoration finance
6,39,Restoration finance
7,58,Restoration finance
8,34,Restoration finance
9,44,Restoration finance
10,39,Restoration finance
11,33,Restoration finance
12,45,Restoration finance
13,43,Restoration finance
14,36,Restoration finance
15,41,Restoration finance
16,35,Restoration finance
17,33,Restoration finance
18,35,Restoration finance
19,40,Restoration finance
20,35,Restoration finance
21,34,Restoration finance
22,35,Restoration finance
23,47,Restoration finance
24,30,Restoration finance
25,59,Restoration finance
26,40,Restoration finance
27,33,Restoration finance
28,33,Restoration finance
29,30,Restoration finance
30,39,Restoration finance
31,47,Restoration finance
32,35,Restoration finance
33,36,Restoration finance
34,39,Restoration finance
35,46,Restoration finance
36,44,Restoration finance
37,33,Restoration finance
38,35,Restoration finance
39,39,Restoration finance
40,33,Restoration finance
41,38,Restoration finance
42,34,Restoration finance
43,45,Restoration finance
44,54,Restoration finance
45,33,Restoration finance
46,33,Restoration finance
47,34,Restoration finance
48,49,Restoration finance
49,27,Restoration finance
50,39,Restoration finance
51,33,Restoration finance
52,36,Restoration finance
53,35,Restoration finance
54,35,Restoration finance
55,35,Restoration finance
56,39,Restoration finance
57,33,Restoration finance
58,40,Restoration finance
59,41,Restoration finance
60,45,Restoration finance
61,33,Restoration finance
62,44,Restoration finance
63,45,Restoration finance
64,33,Restoration finance
65,34,Restoration finance
66,25,Restoration finance
67,39,Restoration finance
68,28,Restoration finance
69,59,Restoration finance
70,35,Restoration finance
71,33,Restoration finance
72,36,Restoration finance
73,29,Restoration finance
74,33,Restoration finance
75,44,Restoration finance
76,33,Restoration finance
77,29,Restoration finance
78,39,Restoration finance
79,32,Restoration finance
80,33,Restoration finance
81,33,Restoration finance
82,29,Restoration finance
83,44,Restoration finance
84,39,Restoration finance
85,21,Restoration finance
86,26,Restoration finance
87,35,Restoration finance
88,39,Restoration finance
89,35,Restoration finance
90,41,Restoration finance
91,33,Restoration finance
92,35,Restoration finance
93,32,Restoration finance
94,33,Restoration finance
95,30,Restoration finance
96,25,Restoration finance
97,33,Restoration finance
98,47,Restoration finance
99,39,Restoration finance
100,48,Restoration finance
101,40,Restoration finance
102,35,Restoration finance
103,32,Restoration finance
104,44,Restoration finance
105,40,Restoration finance
106,34,Restoration finance
107,33,Restoration finance
108,36,Restoration finance
109,33,Restoration finance
110,30,Restoration finance
111,33,Restoration finance
112,32,Restoration finance
113,33,Restoration finance
114,48,Restoration finance
115,30,Restoration finance
116,33,Restoration finance
117,45,Restoration finance
118,45,Restoration finance
119,30,Restoration finance
120,29,Restoration finance
121,51,Restoration finance
122,33,Restoration finance
123,33,Restoration finance
124,19,Restoration finance
125,33,Restoration finance
126,33,Restoration finance
127,59,Restoration finance
128,33,Restoration finance
129,33,Restoration finance
130,30,Restoration finance
131,33,Restoration finance
132,33,Restoration finance
133,44,Restoration finance
134,33,Restoration finance
135,35,Restoration finance
136,34,Restoration finance
137,33,Restoration finance
138,44,Restoration finance
139,33,Restoration finance
140,33,Restoration finance
141,33,Restoration finance
142,37,Restoration finance
143,30,Restoration finance
144,41,Restoration finance
145,33,Restoration finance
146,30,Restoration finance
147,33,Restoration finance
148,33,Restoration finance
149,36,Restoration finance
150,36,Restoration finance
151,33,Restoration finance
152,33,Restoration finance
153,30,Restoration finance
154,45,Restoration finance
155,33,Restoration finance
156,33,Restoration finance
157,28,Restoration finance
158,33,Restoration finance
159,41,Restoration finance
160,38,Restoration finance
161,30,Restoration finance
162,31,Restoration finance
163,33,Restoration finance
164,33,Restoration finance
165,33,Restoration finance
166,33,Restoration finance
167,33,Restoration finance
168,33,Restoration finance
169,44,Restoration finance
170,36,Restoration finance
171,33,Restoration finance
172,33,Restoration finance
173,33,Restoration finance
174,33,Restoration finance
175,30,Restoration finance
176,31,Restoration finance
177,30,Restoration finance
178,35,Restoration finance
179,36,Restoration finance
0,29,Environmental activism
1,53,Environmental activism
2,34,Environmental activism
3,57,Environmental activism
4,38,Environmental activism
5,27,Environmental activism
6,55,Environmental activism
7,43,Environmental activism
8,30,Environmental activism
9,39,Environmental activism
10,33,Environmental activism
11,37,Environmental activism
12,53,Environmental activism
13,31,Environmental activism
14,31,Environmental activism
15,44,Environmental activism
16,33,Environmental activism
17,40,Environmental activism
18,38,Environmental activism
19,44,Environmental activism
20,44,Environmental activism
21,37,Environmental activism
22,46,Environmental activism
23,34,Environmental activism
24,33,Environmental activism
25,36,Environmental activism
26,39,Environmental activism
27,22,Environmental activism
28,42,Environmental activism
29,34,Environmental activism
30,43,Environmental activism
31,29,Environmental activism
32,44,Environmental activism
33,40,Environmental activism
34,30,Environmental activism
35,37,Environmental activism
36,33,Environmental activism
37,36,Environmental activism
38,36,Environmental activism
39,39,Environmental activism
40,36,Environmental activism
41,31,Environmental activism
42,37,Environmental activism
43,49,Environmental activism
44,44,Environmental activism
45,43,Environmental activism
46,36,Environmental activism
47,38,Environmental activism
48,27,Environmental activism
49,38,Environmental activism
50,36,Environmental activism
51,38,Environmental activism
52,40,Environmental activism
53,38,Environmental activism
54,39,Environmental activism
55,31,Environmental activism
56,35,Environmental activism
57,33,Environmental activism
58,36,Environmental activism
59,44,Environmental activism
60,36,Environmental activism
61,31,Environmental activism
62,49,Environmental activism
63,35,Environmental activism
64,40,Environmental activism
65,40,Environmental activism
66,39,Environmental activism
67,40,Environmental activism
68,44,Environmental activism
69,36,Environmental activism
70,23,Environmental activism
71,44,Environmental activism
72,33,Environmental activism
73,40,Environmental activism
74,14,Environmental activism
75,46,Environmental activism
76,36,Environmental activism
77,44,Environmental activism
78,35,Environmental activism
79,40,Environmental activism
80,33,Environmental activism
81,39,Environmental activism
82,44,Environmental activism
83,40,Environmental activism
84,40,Environmental activism
85,36,Environmental activism
86,33,Environmental activism
87,31,Environmental activism
88,35,Environmental activism
89,34,Environmental activism
90,52,Environmental activism
91,28,Environmental activism
92,44,Environmental activism
93,35,Environmental activism
94,33,Environmental activism
95,43,Environmental activism
96,27,Environmental activism
97,34,Environmental activism
98,36,Environmental activism
99,38,Environmental activism
100,18,Environmental activism
101,42,Environmental activism
102,37,Environmental activism
103,44,Environmental activism
104,39,Environmental activism
105,39,Environmental activism
106,29,Environmental activism
107,36,Environmental activism
108,44,Environmental activism
109,26,Environmental activism
110,33,Environmental activism
111,32,Environmental activism
0,30,Personal responsibility
1,34,Personal responsibility
2,25,Personal responsibility
3,28,Personal responsibility
4,36,Personal responsibility
5,35,Personal responsibility
6,18,Personal responsibility
7,33,Personal responsibility
8,32,Personal responsibility
9,32,Personal responsibility
10,35,Personal responsibility
11,28,Personal responsibility
12,45,Personal responsibility
13,38,Personal responsibility
14,32,Personal responsibility
15,34,Personal responsibility
16,33,Personal responsibility
17,33,Personal responsibility
18,39,Personal responsibility
19,32,Personal responsibility
20,37,Personal responsibility
21,33,Personal responsibility
22,39,Personal responsibility
23,38,Personal responsibility
24,38,Personal responsibility
25,32,Personal responsibility
26,30,Personal responsibility
27,33,Personal responsibility
28,35,Personal responsibility
29,32,Personal responsibility
30,33,Personal responsibility
31,32,Personal responsibility
32,18,Personal responsibility
33,37,Personal responsibility
34,51,Personal responsibility
35,33,Personal responsibility
36,50,Personal responsibility
37,35,Personal responsibility
38,30,Personal responsibility
39,38,Personal responsibility
40,34,Personal responsibility
41,44,Personal responsibility
42,35,Personal responsibility
43,38,Personal responsibility
44,36,Personal responsibility
45,39,Personal responsibility
46,23,Personal responsibility
47,34,Personal responsibility
48,30,Personal responsibility
49,33,Personal responsibility
50,38,Personal responsibility
51,35,Personal responsibility
52,30,Personal responsibility
53,33,Personal responsibility
54,44,Personal responsibility
55,44,Personal responsibility
56,56,Personal responsibility
57,30,Personal responsibility
58,36,Personal responsibility
59,33,Personal responsibility
60,58,Personal responsibility
61,20,Personal responsibility
62,33,Personal responsibility
63,45,Personal responsibility
64,46,Personal responsibility
